"","cartodb_id","the_geom","plazas_hoteleras_aprobadas_en_planeamiento","ubicacion_codigo_ine_municipio","archivos_adjuntos","material_grafico","enlaces_noticias","dominio_publico","zonificacion_nivel_proteccion","nombre_figuras_proteccion_ambiental","figuras_proteccion_ambiental","entidades_financieras","concurso_acreedores","cuantia_hipoteca","hipoteca_cargas","fallo","tribunal_dicta","n_fecha_sentencias","sentencias_judiciales","recursos_interpuestos","otros_urbanistico_politica","licencia_urbanistico_politica","proyecto_urbanistico_politica","modificacion_urbanistico_politica","plan_parcial_urbanistico_politica","convenio_urbanistico_politica","otros_planeamiento_tecnico_redactor","licencia_obras_planeamiento_tecnico_redactor","proyecto_urbanistico_planeamiento_tecnico_redactor","modificacion_pgou_planeamiento_tecnico_redactor","plan_parcial_planeamiento_tecnico_redactor","convenio_urbanistico_planeamiento_tecnico_redactor","otras_fechas_planeamiento_fecha_licencia","licencia_obras_planeamiento_fecha_licencia","proyecto_urbanistico_planeamiento_fecha_licencia","modificacion_pgou_planeamiento_fecha_licencia","plan_parcial_planeamiento_fecha_licencia","convenio_urbanistico_planeamiento_fecha_licencia","numero_de_visitantes_previsto_aplicable_centros_de_ocio_planeam","numero_habitantes_previsto_planeamiento","parcelas_uso_equipamiento_aprobadas_planeamiento","parcelas_uso_comercial_aprobadas_en_planeamiento","parcelas_uso_industrial_aprobadas_en_planeamiento","viviendas_aprobadas_en_planeamiento","edificabilidad_absoluta_planificada_o_aprobada","comentarios_tipologia","tipologia_edificatoria","comentarios_otros","uso","ubicacion_codigo_ine_provincia","descripcion_propiedad","arquitecto_o_tecnico_redactor","constructor","promotor","comentarios_otras_opciones","estado_actual","parcelas_uso_equipamiento_construidas","parcelas_uso_comercial_construidas","parcelas_uso_industrial_construidas","plazas_hoteleras_construidas","viviendas_construidas","suelo_ocupado_actual","superficie_construida","superficie_terreno","padre_adoptivo","fecha_autor_fuente_de_la_foto","enlance_a_mapa_foto_aerea","enlace_web","fuente","tipologia_asentamiento_secundario","tipologia_asentamiento_principal","comunidad_autonoma","provincia","municipio","direccion","latitud_longitud","nombre_urbanistico","nombre_promocional","latitud","longitud"
"81",72,"0101000020E6100000399B8E006E96FC3F4C55DAE21AC94440",,,"http://ptop.gencat.cat/rpucportal/AppJava/cercaExpedient.do?reqCode=veure&codintExp=96368&fromPage=load",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"266300","david marti",,,"http://ptop.gencat.cat/rpucportal/AppJava/cercaExpedient.do?reqCode=veure&codintExp=96368&fromPage=load",,,"ZIA - Zona industrial aislada","Cataluña","Barcelona","Els Hostalets de Pierola","Autovia A-2 Km 572","41.571133, 1.786726",,"Poligono industrial Mas d'en Pi",41.571133,1.786726
"82",73,"0101000020E6100000425E0F26C587F63F118DEE2076924440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Es uno de los cadáveres más representativos de ayuntamientos gobernados por CiU. Años y años de retrasos, demoras y gasto público exagerado y disperso, por decirlo suavemente.","Edificación no terminada",,,,,,,,"1800","Ferran Caymel",,,"http://pobleviu.cat/wp-content/uploads/2013/03/sha-de-fer-b%C3%A9.pdf",,,"DEO - Desarrollo ligado a instalaciones de ocio",,"Tarragona"," Torredembarra","Carrer dels Boters, 1 ","41.144230, 1.408147","Teatro Auditorio de Torredembarra","Teatro Auditorio de Torredembarra",41.14423,1.408147
"83",74,"0101000020E6100000D2FC31AD4D6320C05303CDE7DCAF4540",,,,,,,,,,,"2008- fadesa concurso de acreedores",,,,,,"En marzo de 2006 una sentencia judicial, ratificada por el Tribunal Supremo en 2010, falla a favor de los propietarios de los terrenos expropiados contra los acuerdos entre la promotora y el Ayuntamiento.",,,,,,,,,,,,"Gema García Díaz, Bernardino Hernández Poveda ",,,,,,"00/05/2003","00/01/2001",,,,,,"1282","301557,54m2","viviendas colectivas aisladas en bloque abierto","Vivienda unifamiliar pareada o adosada","residencial unifamiliar","Residencial Colectivo",,"En la costa de Miño, a pie de las espectaculares playas con bandera azul de Miño y Perbes, magnífica urbanización con campo de golf de 18 hoyos, única en Galicia",,"fadesa","Fadesa Inmobiliaria S.A ","edificación no terminada","Urbanización no terminada",,,,,,"50%",,"1577217.57","Ruinas Modernas","IGN-PNOA fecha vuelo: 07-2014","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=566216&y=4803134&zone=29&r=930&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/costa-mino-golf","Ruinas Modernas, Mediturban","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Galicia","A Coruña","Miño","avda. Xario 110-A","43.373929, -8.193952"," sector SU RD Perbes - San Xoán de Vilanova","Urbanización Costa Miño Golf",43.373929,-8.193952
"84",75,"0101000020E61000007F2F8507CDEEFEBF60AB048BC3234540",0,26036,,,,,,,,,,"51,000,000€",,,,,,,,,,,,,,,,,,,,,,,"6/30/2008","11/24/2007",,,,,"71.9 hectareas","0",,"Naves industriales","Otros",,"Uso industrial y terciario, comercial.","26","Poligono totalmente en desuso",,"Acciona Infraestructuras","Gobierno de España a través de Sepes",,"Edificación terminada sin uso","0",,"71.9 Ha",,,,,"1102000","Javier Pérez Jiménez","Google, instituto geografico internacional","https://www.google.es/maps/@42.2742868,-1.9266552,2780m/data=!3m1!1e3","http://www.nacionrotonda.com/2014/10/calahorra-la-rioja.html",,"TEA - Terciario aislado","NEU - Nueva entidad urbana","La Rioja","La Rioja","Calahorra","Nacional N-232 ","42.279405, -1.933301","Sector ""El recuenco""","Poligono industrial El Recuenco",42.279405,-1.933301
"85",76,"0101000020E6100000F86C1D1CECAD0CC097F1A5A6132E4440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Urbanización terminada",,,,,"28058",,,"717000",,,"https://www.google.es/maps/place/40%C2%B021'42.5%22N+3%C2%B035'03.0%22W/@40.3599747,-3.584923,4412m/data=!3m1!1e3!4m2!3m1!1s0x0:0x0",,"Ruinas modernas, 6000km",,"NEU - Nueva entidad urbana","Comunidad de Madrid","Madrid","Madrid","Poligono UZP0301 Valdecarros","40.3599747,-3.584923","UE5- PAU Ensanche de Vallecas","Ensanche de Vallecas",40.3599747,-3.584923
"86",77,"0101000020E61000008B1FBEA7CD730FC05D39D620272F4440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Urbanización terminada",,,,,,,,,,,"https://www.google.es/maps/place/Villaviciosa+de+Od%C3%B3n,+Madrid/@40.3683816,-3.9315446,1213m/data=!3m1!1e3!4m2!3m1!1s0xd4191d64928cf25:0x1e92effd6c47db61","http://www.6000km.org/localizaciones/residencial-francisco-hernando-pau-el-quinon-y-autopista-de-peaje-radial-4/","Ecologistas en Acción",,"NEU - Nueva entidad urbana","Comunidad de Madrid","Madrid","Villaviciosa de Odón","Urbanizacion Monte de la Villa M-5","40.3683816,-3.9315446",,"Monte de la Villa",40.3683816,-3.9315446
"87",78,"0101000020E6100000AC3B719417A40EC0F35A6496982A4440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edificación no terminada",,,,,"4132",,,"1981400",,,"https://www.google.es/maps/place/Alcorc%C3%B3n,+Madrid/@40.3327816,-3.8301231,2300m/data=!3m1!1e3!4m2!3m1!1s0xd41892d0db41ee3:0x56cefdbd91fdc2cf",,"Ecologistas en Acción",,"NEU - Nueva entidad urbana","Comunidad de Madrid","Madrid","Alcorcón","Barrio Ensanche Sur de Alcorcón","40.3327816,-3.8301231","Ensanche Sur de Alcorcón","Municipal de Gestión Inmobiliaria de Alcorcón",40.3327816,-3.8301231
"88",84,"0101000020E6100000D7F03ED873230DC0B45318004F1C4440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Urbanización terminada",,,,,,,,"1109000",,,"https://www.google.es/maps/place/Valdemoro,+Madrid/@40.2206722,-3.6376885,3080m/data=!3m1!1e3!4m2!3m1!1s0xd421ec0155a7707:0xe6f304a39ba292f!6m1!1e1?hl=es",,"Ecologistas en Acción",,"ZIP - Zona industrial vinculada a población","Comunidad de Madrid","Madrid","Valdemoro","Calle P la Peluquera, Valdemoro","40.2211609,-3.6423108","Sector I - 5","La Peluquera",40.2211609,-3.6423108
"89",85,"0101000020E6100000EB3E5B62C06D0DC0F2E9B12D03434440",,,,,,,,,,,,,,,,,"Ámbito urbanístico afectado por la sentencia del Tribunal Supremo de 27 de febrero de 2003, casada parcialmente por sentencia del Tribunal Supremo de 3 de julio de 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"735300",,,"https://www.google.es/maps/@40.5235345,-3.6785896,2320m/data=!3m1!1e3?hl=es","https://sede.valdemoro.es/i-5-la-peluquera","Ecologistas en Acción",,"TIA - Infraestructuras de impacto territorial ","Comunidad de Madrid","Madrid","Madrid","Poligono 17 Rustica, Madrid","40.5235345,-3.6785896","AOE 00.01","Equipamiento General de Valdegrulla",40.5235345,-3.6785896
"90",86,"0101000020E610000030DBA91496130EC0D6E0229CBB3C4440",,,,,,,,,,,,,,,,,"Ámbito urbanístico afectado por la sentencia del Tribunal Supremo de 27 de febrero de 2003, casada parcialmente por sentencia del Tribunal Supremo de 3 de julio de 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"7163400",,,"https://www.google.es/maps/@40.4744754,-3.7595636,1553m/data=!3m1!1e3?hl=es",,"Ecologistas en Acción",,"TIA - Infraestructuras de impacto territorial ","Comunidad de Madrid","Madrid","Madrid","Calle Níscalo, Madrid","40.4744754,-3.7595636","APE 09.20","Manzanares Norte 1",40.4744754,-3.7595636
"91",87,"0101000020E6100000D0F46D1C0C400EC0C87E164B91434440",,,,,,,,,,,,,,,,,"Ámbito urbanístico afectado por la sentencia del Tribunal Supremo de 27 de febrero de 2003, casada parcialmente por sentencia del Tribunal Supremo de 3 de julio de 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"7163400",,,"https://www.google.es/maps/@40.5278715,-3.7812731,1182m/data=!3m1!1e3?hl=es",,"Ecologistas en Acción",,"TIA - Infraestructuras de impacto territorial ","Comunidad de Madrid","Madrid","Madrid","Paseo el Pardo, Madrid","40.5278715,-3.7812731","APE 09.20","Manzanares Norte 2",40.5278715,-3.7812731
"92",88,"0101000020E6100000F87EB4498F600EC0C81DDBD726304440",,,,,,,,,,,,,,,,,"Ámbito urbanístico afectado por la sentencia del Tribunal Supremo de 27 de febrero de 2003, casada parcialmente por sentencia del Tribunal Supremo de 3 de julio de 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"80200",,,"https://www.google.es/maps/@40.3761854,-3.7971483,508m/data=!3m1!1e3?hl=es",,"Ecologistas en Acción",,"NOE - Nuevo desarrollo urbano","Comunidad de Madrid","Madrid","Madrid","Calle Coraceros, Madrid","40.3761854,-3.7971483","APE 10.08","Colonia Militar Cuatro Vientos",40.3761854,-3.7971483
"93",89,"0101000020E6100000E4B9635694470EC011D43ABBC6314440",,,,,,,,,,,,,,,,,"Ámbito urbanístico afectado por la sentencia del Tribunal Supremo de 27 de febrero de 2003, casada parcialmente por sentencia del Tribunal Supremo de 3 de julio de 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,"10700",,,"2111900",,,"https://www.google.es/maps/@40.3888773,-3.7849509,1340m/data=!3m1!1e3?hl=es",,"Ecologistas en Acción",,"NOE - Nuevo desarrollo urbano","Comunidad de Madrid","Madrid","Madrid","Paseo de Extremadura, Madrid","40.3888773,-3.7849509","APR 10.02","Instalaciones Militares de Campamento",40.3888773,-3.7849509
"94",90,"0101000020E61000005E87C50325C00CC02F8100BE80324440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Urbanización terminada",,,,,,,,"740300",,,"https://www.google.es/maps/@40.3945539,-3.5938206,1213m/data=!3m1!1e3?hl=es",,"Ecologistas en Acción",,"ZIP - Zona industrial vinculada a población","Comunidad de Madrid","Madrid","Madrid","Calle Alberto Sánchez, Madrid","40.3945539,-3.5938206","APR 19.04","La Dehesa",40.3945539,-3.5938206
"95",91,"0101000020E610000064DBB3F85EED0CC07B21D390A73E4440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Urbanización terminada",,,,,"12500",,,"11578900",,,"https://www.google.es/maps/@40.4894887,-3.6159038,4851m/data=!3m1!1e3?hl=es",,"Ecologistas en Acción","TIA - Infraestructuras de impacto territorial ","NOE - Nuevo desarrollo urbano","Comunidad de Madrid","Madrid","Madrid","Parque Felipe VI, Madrid","40.4894887,-3.6159038","UNP 4.01","Ciudad aeroportuaria y Parque de Valdebebas",40.4894887,-3.6159038
"96",92,"0101000020E6100000F818AC38D54A0CC0B58762974D354440",,,,,,,,,,,,,,,,,"Ámbito urbanístico afectado por la sentencia del Tribunal Supremo de 27 de febrero de 2003, casada parcialmente por sentencia del Tribunal Supremo de 3 de julio de 2007. Salvo el Hospital la urbanización está iniciada pero no terminada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inicio de los trabajos",,,,,,,,"810700",,,"https://www.google.es/maps/@40.4164304,-3.5365395,1525m/data=!3m1!1e3?hl=es",,"Ecologistas en Acción","TIA - Infraestructuras de impacto territorial ","NOE - Nuevo desarrollo urbano","Comunidad de Madrid","Madrid","Coslada","Hospital del Henares, Coslada","40.4164304,-3.5365395","UNP 4.04","Desarrollo del Este-Ensanche de Coslada",40.4164304,-3.5365395
"97",93,"0101000020E610000087D0F709563B0CC0B8F7BA568C354440",,,,,,,,,,,,,,,,,"Ámbito urbanístico afectado por la sentencia del Tribunal Supremo de 27 de febrero de 2003, casada parcialmente por sentencia del Tribunal Supremo de 3 de julio de 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"222700",,,"https://www.google.es/maps/@40.4183453,-3.5289727,554m/data=!3m1!1e3?hl=es",,"Ecologistas en Acción",,"NOE - Nuevo desarrollo urbano","Comunidad de Madrid","Madrid","Madrid","Carretera de San Fernando a Mejorada, Madrid","40.4183453,-3.5289727","UNP 4.05","Desarrollo del Este-Ensanche de San Fernando",40.4183453,-3.5289727
"98",94,"0101000020E6100000F0F384CA647D0EC0884677103B314440",,,,,,,,,,,,,,,,,"Ámbito urbanístico afectado por la sentencia del Tribunal Supremo de 27 de febrero de 2003, casada parcialmente por sentencia del Tribunal Supremo de 3 de julio de 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,"7400",,,"6806300",,,"https://www.google.es/maps/@40.384615,-3.8112274,4287m/data=!3m1!1e3?hl=es",,"Ecologistas en Acción",,"NOE - Nuevo desarrollo urbano","Comunidad de Madrid","Madrid","Madrid","M-40, 345, Madrid","40.384615,-3.8112274","UNP 4.07","Remate Suroeste-Campamento",40.384615,-3.8112274
"99",95,"0101000020E6100000CB8866F915F60CC02E9BEF969A404440",,,,,,,,,,,,,,,,,"Ámbito urbanístico afectado por la sentencia del Tribunal Supremo de 27 de febrero de 2003, casada parcialmente por sentencia del Tribunal Supremo de 3 de julio de 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,"1106",,,"1106700",,,"https://www.google.es/maps/@40.5047177,-3.6201591,2310m/data=!3m1!1e3?hl=es",,"Ecologistas en Acción","DEO - Desarrollo ligado a instalaciones de ocio","NOE - Nuevo desarrollo urbano","Comunidad de Madrid","Madrid","Madrid","Calle Prov Parque Valdebebas, Madrid","40.5047177,-3.6201591","UNP 4.10","Solana de Valdebebas",40.5047177,-3.6201591
"100",120,"0101000020E6100000C99239967795F0BF25E659492BEC4240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"Vivienda unifamiliar pareada o adosada",,"Residencial Unifamiliar",,,,,,,"Edificación no terminada",,,,,,,,"1232410","Ruinas Modernas",,,"http://www.juliaschulzdornburg.com/cas/vento-cortado","Ruinas Modernas",,"NEU - Nueva entidad urbana","Región de Murcia",,"Murcia","Gea y Truyols","37.845071,-1.036491","ZU-SP-GT10 “vento Cortado”","Vento Cortado?",37.845071,-1.036491
"101",96,"0101000020E6100000BEA7CD93C6230DC04B992F8A79404440",,,,,,,,,,,,,,,,,"Ámbito urbanístico afectado por la sentencia del Tribunal Supremo de 27 de febrero de 2003, casada parcialmente por sentencia del Tribunal Supremo de 3 de julio de 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,"193",,,"193500",,,"https://www.google.es/maps/@40.5037091,-3.6424686,786m/data=!3m1!1e3?hl=es",,"Ecologistas en Acción",,"NOE - Nuevo desarrollo urbano","Comunidad de Madrid","Madrid","Madrid","Camino Arroyo de Valdebebas, Madrid","40.5037091,-3.6424686","UNP 4.11","Fuente Fría Norte",40.5037091,-3.6424686
"102",97,"0101000020E6100000378F1E1A711C0DC0DBCD42F1192F4440",,,,,,,,,,,,,,,,,"Ámbito urbanístico afectado por la sentencia del Tribunal Supremo de 27 de febrero de 2003, casada parcialmente por sentencia del Tribunal Supremo de 3 de julio de 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Urbanización terminada",,,,,,,,"1704500",,,"https://www.google.es/maps/@40.3679792,-3.6388876,2431m/data=!3m1!1e3?hl=es",,"Ecologistas en Acción",,"ZIP - Zona industrial vinculada a población","Comunidad de Madrid","Madrid","Madrid","Poligono UZP0104 Atalayuela, Madrid","40.3679792,-3.6388876","UZP 1.04","Vallecas-La Atalayuela",40.3679792,-3.6388876
"103",98,"0101000020E6100000EB8D5A61FA4E0CC02F25DC7580334440",,,,,,,,,,,,,,,,,"Ámbito urbanístico afectado por la sentencia del Tribunal Supremo de 27 de febrero de 2003, casada parcialmente por sentencia del Tribunal Supremo de 3 de julio de 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,"12849",,,"4689000",,,"https://www.google.es/maps/@40.4023578,-3.5385635,2315m/data=!3m1!1e3?hl=es",,"Ecologistas en Acción",,"NOE - Nuevo desarrollo urbano","Comunidad de Madrid","Madrid","Madrid","Poligono UZP0202 los Cerros, Madrid","40.4023578,-3.5385635","UZP 2.02","Desarrollo del Este-Los Cerros",40.4023578,-3.5385635
"104",99,"0101000020E6100000509610621D8D0CC0A2D68FA8AB314440",,,,,,,,,,,,,,,,,"Ámbito urbanístico afectado por la sentencia del Tribunal Supremo de 27 de febrero de 2003, casada parcialmente por sentencia del Tribunal Supremo de 3 de julio de 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Urbanización no terminada",,,,,"16982",,,"5466900",,,"https://www.google.es/maps/@40.3880511,-3.5689037,3947m/data=!3m1!1e3?hl=es",,"Ecologistas en Acción",,"NOE - Nuevo desarrollo urbano","Comunidad de Madrid","Madrid","Madrid","Carretera Vicálvaro a Rivas del Jarama, Madrid","40.3880511,-3.5689037","UZP 2.03","Desarrollo del Este-Los Ahijones",40.3880511,-3.5689037
"105",101,"0101000020E610000014D1AFAD9FBE0DC098DEFE5C34504440",,903,"http://www.trescantos.es/portal/uploads/vivir/planparcial/PLAN%20PARCIAL%20MEMORIA-def.pdf, http://www.trescantos.es/portal/uploads/vivir/planparcial/reparcelacion1.pdf,http://www.trescantos.es/web/images/urbanismo/Memoria_tpt10.pdf,http://www.trescantos.es/web/images/urbanismo/memoriaflexibilidad.pdf,http://www.trescantos.es/portal/uploads/vivir/planparcial/memoria_urbanizacion.pdf, http://www.trescantos.es/web/images/pdf/sentencias2014t.pdf","http://2.bp.blogspot.com/-LyjpsJzn00k/T0ywnUb6ZrI/AAAAAAAADwc/bzD7FDMiq8k/s1600/Captura+de+pantalla+2012-02-28+a+la(s)+11.39.03.png, http://comcastellana.com/contenido/uploads/2015/05/mapa-parcela-tres-cantos.jpg, http://4.bp.blogspot.com/-J9HuKDhJ1SI/T0ywTMhExpI/AAAAAAAADwE/ReCqPnJ2438/s1600/Captura+de+pantalla+2012-02-28+a+la(s)+11.36.02.png",,,"No hay ninguna protección especial por ser un lugar con peligro de contaminación ambiental. Por tanto se han realizado unas medidas protectoras y correctoras que son: Localización de zonas auxiliares, Gestión de residuos y sobrantes de obra durante la construcción, medidas de la protección de la calidad del aire, retirada, acopio y mantenimiento de la tierra vegetal, medidas protectoras del patrimonio arqueológico, medidas protectoras contra el ruido e impermeabilización de las zonas de ubicación de las instalaciones auxiliares",,,,,"11854.96 €","Liquidaciones sobre bienes inmuebles correspondientes a ciertas fincas","Desestima el recurso contencioso-administrativo interpuesto por Mosquilla S.L.","Dña. María Gloria Rossi Nieto, Secretaria del Juzgado de lo contencioso Administrativo nº2 de Madrid","Nº 104/2014, fecha: 19/03/2014",,,,,,,,"h",,,"Santiago García Jiménez, Enrique Jesús Luque Martínez, Rebeca Rodero García.","Ana Estirado Gorria, Cristina Vega Escobar, Tomás Grados Méndez, Jose María Villacampa Sanz, Laura Lagunilla Albasanz, Ignacio Giménez Fernández, María de la Montaña Espartero Márquez ","Ana Estirado Gorria, Cristina Vega Escobar, Tomás Grados Méndez, Jose María Villacampa Sanz, Laura Lagunilla Albasanz, Ignacio Giménez Fernández, María de la Montaña Espartero Márquez","Ana Estirado Gorria, Cristina Vega Escobar, Tomás Grados Méndez, Jose María Villacampa Sanz, Laura Lagunilla Albasanz, Ignacio Giménez Fernández, María de la Montaña Espartero Márquez",,"5/20/2011","5/17/2007","11/22/2006","2/16/2006","4/15/2005",,"20,000","60 Ha","7Ha","93 Ha","6900","1211934","También viviendas unifamiliares adosadas","Edificación en Manzana Cerrada","Uso industrial y terciario, comercial, equipamientos/dotaciones y zonas verdes","Residencial Colectivo","28","La definición de un modelo productivo vinculado a las comunicaciones existentes y futuras, como complemento de la actividad residencial, y de un nuevo concepto de ocio y equipamiento de gran calidad, forman parte de los objetivos estructurales del ámbito","Bunch, S.L. Arquitectura y Proyectos","FCC Construcción S.A.","Ayuntamiento de Tres Cantos",,"Edificación terminada con uso parcial","60ha","7 Ha","39 Ha (actividades productivas, uso industrial y terciario)",,"6900",,543539,"3292813","Ana Sevilla Martín","Vuelo PNOA fecha estimada 07-2014","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=439576&y=4497254&zone=30&r=666&visible=PNOA;","http://www.nacionrotonda.com/2013/06/tres-cantos-madrid-2005-2012.html","Ecologistas en Acción","NOE - Nuevo desarrollo urbano","NEU - Nueva entidad urbana","Comunidad de Madrid","Madrid","Tres Cantos","Gran Vía de Tres Cantos","40.626598, -3.718078","Plan Parcial Sector ""AR, Nuevo Tres Cantos""","Nuevo Tres Cantos",40.626598,-3.718078
"106",102,"0101000020E6100000198CB6CFCF590FC0EF1B5F7B66484440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edificación terminada con uso parcial",,,,,,,,,,,"https://www.google.es/maps/@40.5656275,-3.9188534,1699m/data=!3m1!1e3?hl=es","http://www.nacionrotonda.com/2014/02/torrelodones-sur-madrid.html","Ecologistas en Acción",,"NOE - Nuevo desarrollo urbano","Comunidad de Madrid","Madrid","Torrelodones","Area Homogénea Sur,Torrelodones","40.5656275,-3.9188534","Sector A.H.S","P.P. de Torrelodones",40.5656275,-3.9188534
"107",103,"0101000020E61000008F537424976F0CC0325E4E6441334440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Urbanización terminada",,,,,,,,,,,"https://www.google.es/maps/@40.4004331,-3.5544875,2386m/data=!3m1!1e3?hl=es","http://www.nacionrotonda.com/2013/05/la-canada-real-madrid-2005-2012.html","Ecologistas en Acción",,"NOE - Nuevo desarrollo urbano","Comunidad de Madrid","Madrid","Vicálvaro","Poligono los Cerros, Vicálvaro","40.4004331,-3.5544875","UZP.2.03 ""Los Ahijones""","El Cañaveral",40.4004331,-3.5544875
"108",104,"0101000020E6100000552A4DEF87C40CC0571A42DF27314440",,,,,,,,,,,,,,,,,"Ámbito urbanístico afectado por la sentencia del Tribunal Supremo de 27 de febrero de 2003, casada parcialmente por sentencia del Tribunal Supremo de 3 de julio de 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inicio de los trabajos",,,,,"23387",,,"7733200",,,"https://www.google.es/maps/place/Poligono+UZP0204+los+Berrocales,+30,+28031+Madrid/@40.3840293,-3.5959624,2421m/data=!3m1!1e3!4m2!3m1!1s0xd42253ce2917d29:0xd46bfdba99f3e2c7!6m1!1e1?hl=es","http://es.wikipedia.org/wiki/Los_Berrocales_(Madrid)","Ecologistas en Acción",,"NOE - Nuevo desarrollo urbano","Comunidad de Madrid","Madrid","Vicálvaro","Los Berrocales, Vicálvaro","40.3840293,-3.5959624","Poligono UZP 2.04","Los Berrocales",40.3840293,-3.5959624
"109",105,"0101000020E610000043853474FDAC0DC0F54075BD7E384440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inicio de los trabajos",,,,,,,,,,,"https://www.google.es/maps/@40.4413678,-3.7094678,563m/data=!3m1!1e3?hl=es","http://www.nacionrotonda.com/2013/10/estadio-de-vallehermoso-y-parque-de.html","Ecologistas en Acción",,"DEO - Desarrollo ligado a instalaciones de ocio","Comunidad de Madrid","Madrid","Madrid","Calle Juan Vigón, Madrid","40.4413678,-3.7094678","Solar ""Estadio Vallehermoso""","Estadio de Vallehermoso y Parque de Santander",40.4413678,-3.7094678
"110",117,"0101000020E61000008ECC237F30B0F0BF92B06F2711ED4240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"Vivienda unifamiliar pareada o adosada",,"Residencial Unifamiliar",,,,,,,"Edificación no terminada",,,,,,,,"600000","Ruinas Modernas",,,"http://www.juliaschulzdornburg.com/cas/camposol","Ruinas Modernas",,"NEU - Nueva entidad urbana","Región de Murcia",,"Murcia","La Tercia-Gea y Truyols","37.852086,-1.043015","Zu-SP-GT9 "" Camposol""","Camposol?",37.852086,-1.043015
"111",107,"0101000020E61000005F2926CA39CC0DC0BDB156A30D4C4440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"2300000",,,"https://www.google.es/maps/@40.5941662,-3.7247196,1517m/data=!3m1!1e3?hl=es","http://www.diagramconsultores.com/anuncios-ong-videos/medio-ambiente/31383-no-al-campo-de-golf-de-valdeloshielos-v15-31383","Ecologistas en Acción",,"TEA - Terciario aislado","Comunidad de Madrid","Madrid","Tres Cantos","Unnamed Rd, 28760 Tres Cantos","40.5941662,-3.7247196","Finca ""Valdeloshielos""","Tres Cantos y Real Federación Española de Golf",40.5941662,-3.7247196
