"","cartodb_id","the_geom","plazas_hoteleras_aprobadas_en_planeamiento","ubicacion_codigo_ine_municipio","archivos_adjuntos","material_grafico","enlaces_noticias","dominio_publico","zonificacion_nivel_proteccion","nombre_figuras_proteccion_ambiental","figuras_proteccion_ambiental","entidades_financieras","concurso_acreedores","cuantia_hipoteca","hipoteca_cargas","fallo","tribunal_dicta","n_fecha_sentencias","sentencias_judiciales","recursos_interpuestos","otros_urbanistico_politica","licencia_urbanistico_politica","proyecto_urbanistico_politica","modificacion_urbanistico_politica","plan_parcial_urbanistico_politica","convenio_urbanistico_politica","otros_planeamiento_tecnico_redactor","licencia_obras_planeamiento_tecnico_redactor","proyecto_urbanistico_planeamiento_tecnico_redactor","modificacion_pgou_planeamiento_tecnico_redactor","plan_parcial_planeamiento_tecnico_redactor","convenio_urbanistico_planeamiento_tecnico_redactor","otras_fechas_planeamiento_fecha_licencia","licencia_obras_planeamiento_fecha_licencia","proyecto_urbanistico_planeamiento_fecha_licencia","modificacion_pgou_planeamiento_fecha_licencia","plan_parcial_planeamiento_fecha_licencia","convenio_urbanistico_planeamiento_fecha_licencia","numero_de_visitantes_previsto_aplicable_centros_de_ocio_planeam","numero_habitantes_previsto_planeamiento","parcelas_uso_equipamiento_aprobadas_planeamiento","parcelas_uso_comercial_aprobadas_en_planeamiento","parcelas_uso_industrial_aprobadas_en_planeamiento","viviendas_aprobadas_en_planeamiento","edificabilidad_absoluta_planificada_o_aprobada","comentarios_tipologia","tipologia_edificatoria","comentarios_otros","uso","ubicacion_codigo_ine_provincia","descripcion_propiedad","arquitecto_o_tecnico_redactor","constructor","promotor","comentarios_otras_opciones","estado_actual","parcelas_uso_equipamiento_construidas","parcelas_uso_comercial_construidas","parcelas_uso_industrial_construidas","plazas_hoteleras_construidas","viviendas_construidas","suelo_ocupado_actual","superficie_construida","superficie_terreno","padre_adoptivo","fecha_autor_fuente_de_la_foto","enlance_a_mapa_foto_aerea","enlace_web","fuente","tipologia_asentamiento_secundario","tipologia_asentamiento_principal","comunidad_autonoma","provincia","municipio","direccion","latitud_longitud","nombre_urbanistico","nombre_promocional","latitud","longitud"
"31",29,"0101000020E610000074B515FBCBEECDBF09FD4CBD6E614540",,170,"http://www.heraldo.es/noticias/huesca/nozar_estudia_retomar_las_obras_inacabadas_del_balneario_panticosa.html,http://www.heraldo.es/noticias/aragon/huesca_provincia/2015/06/30/panticosa_resort_espera_recibir_000_visitantes_este_verano_372168_1101026.html,http://elblogdejoaquinventura.blogspot.com.es/2012/08/el-balneario-abandonado-de-panticosa.html, http://www.panticosa.com/, www.facebook.com/balneariodepanticosa/timeline",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terciario Hotelero","22","Un proyecto fallido en pleno Pirineo","Rafael Moneo",,"Grupo Nozar","En el año 2000, las instalaciones fueron adquiridas por el ""Grupo NOZAR"" para llevar a cabo la rehabilitación integral del conjunto y su posterior explotación termal, rebautizado como Panticosa Resort. Las intervenciones llevadas a cabo, no muy conservadoras con el paisaje y el patrimonio arquitectónico original, han transformado la fisionomía del conjunto y han provocado numerosas críticas. Tras el cierre temporal del Gran Hotel en 2008 y una serie de problemas de diversa índole, el propio grupo propietario asume directamente la gestión del complejo provocando un repunte de la ocupación en el año 2015, aunque el conjunto sigue presentando una imagen inacabada (edificios, parking) e inapropiada rehabilitación (techos planos a mas de 1.600 msnm en pleno Pirineo).","Edificación terminada con uso parcial","3",,,"300","44",,38000,"120000","@A_SODESTE","IGN-PNOA. Vuelo 2012-07","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=726336&y=4737744&zone=30&r=798&visible=PNOA;","http://elblogdejoaquinventura.blogspot.com.es/2012/08/el-balneario-abandonado-de-panticosa.html, https://es.wikipedia.org/wiki/Ba%C3%B1os_de_Panticosa",,"DEN - Desarrollo ligado a espacios naturales","DEO - Desarrollo ligado a instalaciones de ocio","Aragón","Huesca","Panticosa","Ctra Balneario, Km 10,22650 Panticosa,Huesca","42.761192, -0.233850","Panticosa Resort","Baños de Panticosa",42.761192,-0.23385
"32",21,"0101000020E61000000000006074201AC0571E9BB7877E4240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Se trata de una ruina contemporánea que se ha quedado en su estructura vista (pilares y forjados) y en un limbo burocrático (falta la renuncia al proyecto por parte de los arquitectos, la constructora ha quebrado y ahora pertenece a Solvia, inmobiliaria del banco Sabadell). El proyecto aprobado en 2006 preveía un hotel de 4 estrellas con hidroterápia, el uso se ha quedado obsoleto en un entorno vacacional de alcance regional y además con la llegada de la crisis esta gran inversión no tuvo salida. La parcela, de 18060 m2 con alrededor de 2700 m2 por planta construidos (baja + 2 pl sobre rasante) y dos plantas de sótano de casi 4500 m2, linda con otra parcela que el planeamiento clasifica como espacio libre pero que se ha quedado en un espacio vallado y en degrado. Debido a la investigación que EntreotrascosasArquitectos desarrollamos para este cadaver inmobiliario, poseemos bastantes fotos para documentar su estado actual y su relación con el entorno. Además de algunos datos adicionales sobre autores del proyecto y nombre de la empresa constructora.","Edificación no terminada",,,,,,,,"18060","@entre0trasc0sas",,,,"@entre0trasc0sas. Trabajo de campo, investigación personal para desarrollo de Proyecto de fin de carrera y Tesis de Fin de Máster.Fuentes: Ayuntamiento de Almonte, Revisión del Plan General de Almonte, Ficha catastral 9767702QA1996N",,"DEN - Desarrollo ligado a espacios naturales","Andalucía","Huelva","Matalascañas, Almonte","Sector G segunda fase","36.98851676057955,-6.531693935394287","Hotel en Matalascañas","Hotel de 4 estrellas en Matalascañas",36.9885167605796,-6.53169393539429
"33",22,"0101000020E610000064575A46EADD14C0CA17B49080314240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48297",,"IGN-PNOA. fecha vuelo 07-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=301200&y=4029219&zone=30&r=479&visible=PNOA;","http://www.6000km.org/localizaciones/urbanizacion-majestic/","6000km",,"NOE - Nuevo desarrollo urbano","Andalucía","Málaga","Casares","Urbanizacion Majestic, 29690 Casares","36.386736, -5.216714","Sector UR-7A","Urbanización Majestic",36.386736,-5.216714
"34",23,"0101000020E610000063EC8497E014FEBF67D7BD1589834240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Constituye un claro ejemplo de la devastación por la mano de la especulación del litoral almeriense. Un edificio que por voluntad política, comercial y lucrativa se implanta en un paraje natural el cual supone una grave agresión al medio protegido con multitud de especies endémicas, generando un gran impacto medioambiental, hoy día casi imposible de recuperar. ","Edificación no terminada",,,,,,,,"22000","@pedoperro, @numeroteca, @6000km",,,"http://www.greenpeace.org/espana/es/Trabajamos-en/Defensa-de-los-oceanos/Espacios-protegidos-en-la-costa/Cabo-de-Gata-y-el-Algarrobico/, http://www.cabodegata.net/eseco58f.html, http://www.ayuntamientocarboneras.es/tags/algarrobico, http://www.6000km.org/localizaciones/hotel-de-el-algarrobico/",,,"DEN - Desarrollo ligado a espacios naturales","Andalucía","Almería","Carboneras","NORMA ST1 (antes R5)","37.027621, -1.880097","El algarrobico","El algarrobico",37.027621,-1.880097
"35",24,"0101000020E61000007BD976DA1AA119C00536E7E099564240",,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vivienda unifamiliar pareada o adosada",,"Residencial Turístico","11",,,,"EPSA, CATSA y Ayuntamiento de Rota",,"Edificación terminada con uso parcial",,,,,,,,,"Ana Álvarez Cruz",,,"http://www.nacionrotonda.com/2013/05/costa-ballena-cadiz-2003-2012.html","UPM","DEN - Desarrollo ligado a espacios naturales","DEO - Desarrollo ligado a instalaciones de ocio","Andalucía","Cádiz","Rota","Avenida Nuevo Oasis del Sur","36.676571, -6.407329","Costa Ballena ","La Ballena",36.676571,-6.407329
"36",25,"0101000020E61000009833DB15FA6069BFBE8575E3DDC94440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","0",,,,"0",,,"Volumen específico",,"Terciario Recreativo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"20250000","Ruinas Modernas","IGN-PNOA fecha vuelo: 07-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=747825.6041&y=4608146.3745&zone=30&r=936&visible=PNOA;","www.juliaschulzdornburg.com/cas/gran-scala","Ruinas Modernas- 6000.km","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Aragón","Huesca","Ontiñena","Ontiñena","41.577084, -0.003098",,"Gran Scala",41.577084,-0.003098
"37",26,"0101000020E6100000D93EE42D57BFE7BFCB64389ECFE84440",,50235,"http://www.nuevosvecinos.com/descargas/lasdehesasdesanmateo/NORMAS_PP_SABOYAL.pdf, http://elsaboyal.blogspot.com.es/2008/03/el-saboyal-en-los-boletines-oficiales.html, http://www.juliaschulzdornburg.com/cas/las-dehesas-de-san-mateo, http://www.nuevosvecinos.com/lasdehesasdesanmateo/1274195-para-empezar-un-poco-de-historia, http://www.martinsafadesa.com/uploads/corporativo/descargas/INFORME%20116%20BIS%20LMV.pdf,http://www.nuevosvecinos.com/descargas/lasdehesasdesanmateo/informe%20del%20INAGA.pdf","http://1.bp.blogspot.com/-_jGVnXpKfMQ/T1UjhKzJNRI/AAAAAAAACSI/m-Ll_TI8mrg/s1600/PlanoGeneralDefinitivo.jpg, http://elsaboyal.blogspot.com.es/2007/10/denominacin-de-las-calles.html (Plano de las calles con sus respectivas denominaciones)","http://www.elperiodicodearagon.com/noticias/economia/viviendas-luces-sombras_426001.html http://www.heraldo.es/noticias/economia/unos_600_compradores_zaragozanos_estan_pendientes_del_futuro_fadesa.html,http://economia.elpais.com/economia/2015/04/09/actualidad/1428581994_934583.html","En este caso se trata del Dominio Público.  La realización de obras o trabajos en el Dominio Público Hidráulico y en sus zonas de servidumbre y de policía requerirá autorización previa de la Confederación Hidrográfica del Ebro. ","Los terrenos donde se sitúa esta actuación no están propuestos como Lugar de Interés Comunitario (L.I.C.), en aplicación de la Directiva 92/43/CEE, ni están declarados como Zona de Especial Protección para las Aves (Directiva 79/409/CEE). No hay umedales del Convenio RAMSAR, no existen Montes de Utilidad Pública, tampoco están en el ámbito de aplicación de algún Plan de Ordenación de los Recursos Naturales, ni pertenecen a ningún espacio protegido (Ley 6/1998, de 19 de mayo, de Espacios Naturales Protegidos de Aragón). No aparecen especies de flora y fauna catalogada (Catálogo de Especies Amenazadas de Aragón). El LIC más próximo es el LIC «Bajo Gállego», a unos 2 km al oeste de la actuación. No se afecta a ninguna vía pecuaria. ",,"La zona de estudio se encuentra fuera del ámbito de aplicación del Plan de Conservación del Hábitat del Cernícalo primilla (Decreto 109/2000), sin embargo la zona residencial se localiza a 3 km de un punto de nidificación de dicha especie, denominado colonia Letosa. Sin embargo con la aplicación de las medidas protectoras impuestas (Se incorporará un plan de seguimiento de las poblaciones de cernícalo primilla en el entorno del proyecto, especialmente en la colonia denominada Letosa, que se extenderá a las obras y los tres primeros años tras la ejecución del proyecto, también se deberá evitar la realización de obras en el interior de la citada área, que impliquen voladuras y/o el uso de maquinaria pesada durante el periodo de nidificación, es decir, del 15 de febrero al 15 de abril ) no se esperan impactos significativos sobre la especie.  En el barranco de las Torcas se deberán respetar en lo posible los taludes naturales actuales, procurando reponer la morfología y la vegetación de éstos, quedando bien estabilizados y naturalizados. El paso elevado que cruza este barranco deberá ser autorizado previamente a su construcción por el Organismo de cuenca.","Caja Madrid, La Caixa, Banco Popular, Caixa Galicia, Caixa Catalunya, Bancaja, BBVA, Banco Santander, CAM, Unicaja Ibercaja. Principales acreedores a fecha del año 2008.","Juzgado:Mercantil nº 1 de La Coruña Declaración:15-07-2008 (salió el 6-01-2011) Concurso:Voluntario, Ordinario Situación:En liquidación",,,,,,,,"En las elecciones de 2003 el PSOE obtuvo 5 concejales, el PP 4 y el PAR 2",,,,,,,,,"Francisco Casielles Cueva","Emilio Dahl Sáenz de Santa María y María del Mar Conejero Espí",,"30/06/2006( Aprobación definitiva del proyecto de reparcelación ) 01/03/2007(Declaración de impacto ambiental por parte del INAGA)",,"7/6/2007","10/19/2005","10/12/2005","8/18/2004",,"10500","8(golf)+2(docente)+1(social)+1(deportivo)","2",,"3000","484743","unifamiliar pareado o adosado","Bloque exento","tambien admite residencial unifamiliar ","Residencial Colectivo","50","Un proyecto residencial de referencia con un estupendo campo de golf y a 10 minutos de Zaragoza.","Emilio Dahl Sáenz de Santa María y María del Mar Conejero Espí (plan parcial) Global Golf Company, Stirling & Martin (golf)","Martinsa Fadesa, S.A.","Promociones Aragonesas San Mateo, S.L. (plan parcial) Fadesa Inmobiliaria, S.A. (plan parcial y proyecto de urbanización)","La urbanización también esta inacabada","Edificación no terminada",,,,,"38","3,31% (sobre el edificable)",16050,"2017000","Ruinas Modernas","IGN-PNOA fecha vuelo: 07-2012","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=687586&y=4632128&zone=30&r=522&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/las-dehesas-de-san-mateo","Ruinas Modernas, Mediturban, UPM","DEO - Desarrollo ligado a instalaciones de ocio","NEU - Nueva entidad urbana","Aragón","Zaragoza","San Mateo de Gállego","A-1106, 3, 50840. El saboyal","41.818836, -0.742107","PP1 “El Saboyal” ","Las Dehesas de San Mateo de Gállego",41.818836,-0.742107
"38",27,"0101000020E6100000DA03ADC09095F1BFE31934F44FCC4440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"Volumen específico",,"Terciario Recreativo",,,"Teófilo Martín Sáenz, Luís Fernández Ramírez, Carlos Martín Lamoneda, Julio Clúa Martínez (parque de La Muela)","Arascón vías y obras S.A.","Fuentecanal (grupo Progea), Sociedad Urbanística de La Muela S.A","el parque común está acabado y desmantelado. solo se ha urbanizado un vial. no hay ninguna casa","Urbanización no terminada",,,,,,,,"1050000","Ruinas Modernas, Alejandro López Chueca","IGN-PNOA fecha vuelo: 07-2012","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=658524&y=4606906&zone=30&r=522&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/urcamusa-norte","Ruinas Modernas",,"NEU - Nueva entidad urbana","Aragón","Zaragoza","La Muela","Camino de la Sagrada, Alto de la Muela Norte","41.596190, -1.099015","Sector 1 Alto de la Muela Norte","Urcamusa Norte",41.59619,-1.099015
"39",60,"0101000020E6100000D2DF4BE141E316C04167D2A6EAA44440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2660",,,,"760","1883259",,"Bloque adosado",,"Residencial Colectivo",,,,,,,"Urbanización no terminada",,,,,,,,"2091925","Ruinas Modernas",,,"http://www.juliaschulzdornburg.com/cas/lomas-de-valparaiso","Ruinas Modernas",,"NEU - Nueva entidad urbana","Castilla y León","Zamora","Tordesillas","P.K 303 de la Ctra.N-630. Corrales del Vino","41.288411, -5.721931","Sector “el Cubeto”","Lomas de Valparaiso",41.288411,-5.721931
"40",30,"0101000020E610000000000000FACE0840E5E7495715E84340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El polígono de Ca Na Lloreta (Alcúdia) fué inaugurado en el 2006. Su construcción se consideraba imprescindible por parte del ayuntamiento y el gobierno. Fué muy criticado por su elevado impacto, junto al Parc Natural de s'Albufera de Mallorca, la mayor zona húmeda de las islas. A pesar del impacto se considero ""el polígono mas sostenible de europa"". Desde entonces solo hay una nave (la nave piloto). Todo el cableado fué robado y actualment se encuentra en un estado ruinoso.","Edificación terminada sin uso",,,,,,,,"220000","Terraferida",,,"@terraferida",,,"ZIP - Zona industrial vinculada a población",,"Illes Balears","Alcúdia","carretera de Es Murterar, Alcúdia-Sa Pobla","39.813151274763904,3.101062774658203","Polígon industrial Ca Na loreta","Ca Na Lloreta",39.8131512747639,3.1010627746582
"41",31,"0101000020E6100000AD4ECE50DC9117C0A24621C9ACC44540",,33020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Había sido objeto de Concurso Internacional de Proyecto ","Volumen específico",,"Dotacional Equipamientos",,,,,"Ayto de Corvera de Asturias","Cadáver enterrado.Se demolió en junio 2013.","Edificación terminada sin uso",,,,,,"0",3200,"1600","@zalandron",,"http://www2.ign.es/iberpix/visoriberpix/visorign.html","http://lugares-con-historia.blogspot.com.es/2009/11/el-centro-de-encuentros-de-corvera.html","http://www.lne.es/aviles/2013/11/15/seprona-denuncia-derribo-casa-encuentros/1500032.html",,"TEP - Terciario vinculado a población","Asturias",,"Corvera de Asturias","Avd. Principado, 46 Los Campos 33400","43.536523,-5.892442","SAPU 1","Casa de Encuentros ",43.536523,-5.892442
"42",34,"0101000020E6100000969350FA42C817C0834F73F222B34540",,33054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,"Edificación no terminada",,,,,,,0,"12200","@zalandron",,"http://www.ign.es/iberpix2/visor/?&visible=VEC;OI.OrthoimageCoverage&x=261463.22&y=4809386.51&level=17&srid=25830",,,,"DEN - Desarrollo ligado a espacios naturales","Asturias",,"Las Regueras","Tamargo, Escamplero","43.399504, -5.945568",,"la Trecha",43.399504,-5.945568
"43",35,"0101000020E61000004F3DD2E0B67617C03E062B4EB5AA4540",,,"https://sede.asturias.es/bopa/2015/06/19/2015-10209.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Residencial Colectivo",,,,,,,,,,,,,,0,"528633","@zalandron, @numeroteca",,"http://www.ign.es/iberpix2/visor/?&visible=VEC;OI.OrthoimageCoverage&x=267680.95&y=4802017.50&level=16&srid=25830","https://sede.asturias.es/bopa/disposiciones/repositorio/LEGISLACION40/66/13/001U005JJ90002.pdf,http://www.lne.es/oviedo/2010/05/20/psoe-pide-cambios-plan-manjoya-cabornio-746-chales/917742.html,http://www.elcomercio.es/v/20101208/oviedo/ayuntamiento-aprueba-plan-manjoya-20101208.html, https://sede.asturias.es/bopa/2015/06/19/2015-10209.pdf",,"DEN - Desarrollo ligado a espacios naturales","NOE - Nuevo desarrollo urbano","Asturias",,"Oviedo","La Manjoya","43.333658, -5.865932","Plan Parcial Manjoya Cabornio","La Manjoya-Cabornio",43.333658,-5.865932
"44",36,"0101000020E6100000810706103E6417C05726FC523FB74540",,33035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Volumen contenedor",,,,,,,"ERGOFACT",,"Edificación terminada sin uso",,,,,,,0,"17100","@zalandron",,,,,,"ZIA - Zona industrial aislada","Asturias",,"Llanera","Ctra. de Ables, s/n","43.431620, -5.847893","Plan Especial Modificacion NSU","ERGOFACT",43.43162,-5.847893
"45",37,"0101000020E6100000A0C6BDF90D0317C012C138B874CA4540",,33014,"http://arquitecturadeasturias.com/obras/iglesia-de-la-ciudad-residencial-de-perlora/","http://impulso.es/trabajos.php?trabajo=25","https://www.google.es/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=18&cad=rja&uact=8&ved=0CDAQqQIoADAHOApqFQoTCJuuxOKUkMcCFQEXFAodhoADfw&url=http%3A%2F%2Fwww.lne.es%2Fcentro%2F2012%2F08%2F04%2Fgrupo-empresarios-locales-quiere-reflotar-perlora-alquiler-villas%2F1280033.html&ei=fBLBVZuAEoGuUIaBjvgH&usg=AFQjCNGiUJpnavOJ5DSVAJubbEnRyiRz9A&sig2=UnoSub5Ouej_pfJG0PKLSg&bvm=bv.99261572,d.d24","Si",,,"POLA Plan de Ordenación del Litoral de Asturias ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50000","Otros contenedores de Equipamiento (comedores, residencia colectiva, iglesia, etc) ","Vivienda unifamiliar aislada","Ciudad de Vacaciones del sindicato vertical franquista","Residencial Turístico",,"Ciudad Residencial de la HN de Sindicatos",,,"Principado de Asturias","Creada en 1950-56. Demolición parcial 2005. Semiabandonada","Proyecto tramitado (no iniciado)","Única",,," Hotel 90 habitaciones (demolido)","270",,3600,"380000","@zalandron",,,"https://sede.asturias.es/bopa/2007/05/04/20070504.pdf","http://www.nnaturedead.es/2015/03/perlora-ciudad-de-vacaciones.html","DEN - Desarrollo ligado a espacios naturales","DEO - Desarrollo ligado a instalaciones de ocio","Asturias",,"Carreño","C/ Oviedo, 26   33491 Perlora-Perán","43.581687, -5.752983","Derecho de superficie y otros","CR Perlora",43.581687,-5.752983
"46",38,"0101000020E6100000CD920035B5AC2BC056444DF4F9983C40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,"Volumen específico",,"Terciario Recreativo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"4208530","Ruinas Modernas","IGN-PNOA fecha vuelo 03-2012","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=614097.6907&y=3164306.0038&zone=28&r=930&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/la-oliva-sun-city","Ruinas Modernas","NEU - Nueva entidad urbana","DEN - Desarrollo ligado a espacios naturales","Canarias","Las Palmas","La Oliva","UR. Peña Erguida, 35640","28.597564, -13.837320"," Plan Parcial Peña Erguida (1973), SAU PA 3 Montañetas del Sol (1990), SAU PA 4 NWP El Holandés (1990), SAU PA 5 Islaplan (1990),SAU PA 6 Puerto de la liva (1990), SAU PA 7 Ventursol (1990),SAU PA 8 Vistapark (1990)","La Oliva Sun City Health Centre",28.597564,-13.83732
"47",106,"0101000020E61000009359187D600210C0DED220BBC1534440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Urbanización terminada",,,,,,,,"57600",,,"https://www.google.es/maps/@40.6543497,-4.0023212,1209m/data=!3m1!1e3?hl=es","http://sociedad.elpais.com/sociedad/2010/03/24/actualidad/1269385203_850215.html","Ecologistas en Acción",,"TIA - Infraestructuras de impacto territorial ","Comunidad de Madrid","Madrid","Collado Villalba","Calle Castilla, Collado Villalba","40.6543497,-4.0023212","Sector ""La Chopera""","El hospital de Collado Villalba",40.6543497,-4.0023212
"48",41,"0101000020E610000029CE5147C7E52BC02331410DDFBA3C40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2618",,,,"748","129600",,"Volumen específico",,"Terciario Recreativo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"4000000","Ruinas Modernas","IGN-PNOA fecha vuelo 03-2012","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=602555.6907&y=3178630.0038&zone=28&r=930&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/origo-mare, http://www.nacionrotonda.com/2013/05/majanicho-las-palmas-2003-2012.html","Ruinas Modernas, Nación Rotonda, Ecologistas en Acción","DEO - Desarrollo ligado a instalaciones de ocio","NEU - Nueva entidad urbana","Canarias","Las Palmas","La Oliva","LG Playa Majanicho, 35640 ","28.729966, -13.948786","SAU 12 Casas de Majanicho","Residencial Origo Mare",28.729966,-13.948786
"49",42,"0101000020E61000000DE36E10AD8D2CC0001E51A1BA193C40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,"113043",,"Volumen específico",,"Terciario Recreativo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"407000","Ruinas Modernas","IGN-PNOA fecha vuelo 05-2012","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=571248.4692&y=3108848.214&zone=28&r=930&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/urbanizacion-canalbion","Ruinas Modernas",,"DEN - Desarrollo ligado a espacios naturales","Canarias","Las Palmas","Pájara","Calle Manuel de Falla, 35626","28.100504, -14.276711","SUP-15 Canalbión","Urbanización Canalbión",28.100504,-14.276711
"50",43,"0101000020E6100000C2DD59BBED922CC0594FADBEBA163C40",1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,"124218",,"Volumen específico",,"Terciario Recreativo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"345050","Ruinas Modernas","IGN-PNOA fecha vuelo 05-2012","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=570048.4692&y=3107470.214&zone=28&r=930&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/urbanizacion-mal-nombre","Ruinas Modernas",,"DEN - Desarrollo ligado a espacios naturales","Canarias","Las Palmas","Pájara"," calle La Herradura s/n, 35628","28.088787, -14.286970","PAU Mal Nombre o Tierra Dorada","Urbanización Mal Nombre o Tierra Dorada",28.088787,-14.28697
"51",44,"0101000020E6100000B5C01E13296D0FC0A2427573F1B74540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,"0",,,"Bloque adosado",,"Residencial Colectivo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"216000","Ruinas Modernas","IGN-PNOA fecha vuelo: 07-2014","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=424960&y=4809799&zone=30&r=468&visible=PNOA;","http://www.6000km.org/localizaciones/urbanizacion-alto-del-cuco/,http://www.juliaschulzdornburg.com/cas/residencial-costa-verde","Ruinas Modernas- 6000km",,"NEU - Nueva entidad urbana","Cantabria",,"Piélagos","Boo-Alto del  Cuco","43.437056, -3.928301","SUP sector 2 “Alto del Cuco”","Residencial Costa Verde",43.437056,-3.928301
"52",45,"0101000020E6100000289595CBEB9D08C08CF84ECC7A494440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3136",,,,"896","109430",,"Bloque adosado",,"Residencial Colectivo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"273577","Ruinas modernas","IGN-PNOA fecha vuelo:07-2012","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=493663&y=4491519&zone=30&r=465&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/residencial-puerta-de-horche, http://www.nacionrotonda.com/2014/06/horta-guadalajara_20.html ","Ruinas Modernas, Mediturban, Nación rotonda",,"NOE - Nuevo desarrollo urbano","Castilla La Mancha","Guadalajara","Horche","Avenida Aviación,","40.57406,-3.0771099","SP Sector 18","Residencial Puerta de Horche",40.57406,-3.0771099
"53",46,"0101000020E61000004483B98212CB08C0249D8191974A4440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10570",,,,"3020","402385",,"Bloque adosado",,"Residencial Colectivo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"939400","Ruinas modernas","IGN-PNOA fecha vuelo:07-2012","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=491719&y=4492635&zone=30&r=930&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/soto-de-monteluz","Ruinas Modernas",,"NEU - Nueva entidad urbana","Castilla La Mancha","Guadalajara","Horche","N-320, 269, 19140 Horche","40.5827505,-3.0991564","Sectores 26 y 27","Ciudad Solar Soto de Monteluz",40.5827505,-3.0991564
